,Wh
2026-02-09,5.7684899489084875
2026-02-10,5.7684899489084875
2026-02-11,5.7684899489084875
2026-02-12,5.7684899489084875
2026-02-13,5.7684899489084875
2026-02-14,5.7684899489084875
2026-02-15,5.7684899489084875
2026-02-16,5.7684899489084875
2026-02-17,5.7684899489084875
2026-02-18,5.7684899489084875
2026-02-19,5.7684899489084875
2026-02-20,5.7684899489084875
2026-02-21,5.7684899489084875
2026-02-22,5.7684899489084875
2026-02-23,5.7684899489084875
2026-02-24,5.7684899489084875
2026-02-25,5.7684899489084875
2026-02-26,5.7684899489084875
2026-02-27,5.7684899489084875
2026-02-28,5.7684899489084875
2026-03-01,5.7684899489084875
2026-03-02,5.7684899489084875
2026-03-03,5.7684899489084875
2026-03-04,5.7684899489084875
2026-03-05,5.7684899489084875
2026-03-06,5.7684899489084875
2026-03-07,5.7684899489084875
2026-03-08,5.7684899489084875
2026-03-09,5.7684899489084875
2026-03-10,5.7684899489084875
