date,forecast,lower_bound,upper_bound
2026-03-01,5.092978955796272,4.08545912310454,6.285661288717817
2026-03-02,5.085189340177862,4.077660252654852,6.277805679913952
2026-03-03,5.076766449143126,4.07028145915129,6.268263436912135
2026-03-04,5.0683435773675445,4.062268609096287,6.259355282560353
2026-03-05,5.059920724852757,4.053619077049692,6.251083842301487
2026-03-06,5.051497891600409,4.044333973511848,6.2434480056379345
2026-03-07,5.063564794694698,4.056685062782239,6.255155442438058
2026-03-08,5.055141999972155,4.048323205805195,6.24659642343005
2026-03-09,5.047352519190815,4.040390472697885,6.238874902012255
2026-03-10,5.038929763004652,4.032935578276795,6.229408984675592
2026-03-11,5.03050702608914,4.024844806385732,6.220578976926649
2026-03-12,5.022084308445937,4.016115979016722,6.212387056776173
2026-03-13,5.013661610076668,4.006750679044367,6.2048316413522615
2026-03-14,5.025728648065544,4.019059269877085,6.216581801414374
2026-03-15,5.017305988249105,4.010618804296826,6.208101615853085
2026-03-16,5.009516642385366,4.002551887900419,6.200514502587054
2026-03-17,5.001094021128318,3.995018884036094,6.191126919575482
2026-03-18,4.992671419153432,3.9868493297524323,6.182375919120183
2026-03-19,4.98424883646237,3.978041509994429,6.174263216278935
2026-03-20,4.975826273056754,3.968597474390788,6.166786761425735
2026-03-21,4.987893446020786,3.9808630206201565,6.178580191049788
2026-03-22,4.979470921191023,3.972343839286836,6.1701789462193535
2026-03-23,4.971681710325485,3.964143126511994,6.162725854328762
2026-03-24,4.963259224078142,3.9565304101710828,6.15341820880995
2026-03-25,4.954836757124484,3.94828162924554,6.144746660031916
2026-03-26,4.946414309466154,3.9393955397810267,6.136712451951724
2026-03-27,4.9379918811048,3.9298746450605364,6.129313081289145
2026-03-28,4.95005918912463,3.9420968284366413,6.141150098859459
2026-03-29,4.941636799362167,3.93349923947248,6.132827486772031
2026-03-30,4.933847723575451,3.925165819228303,6.125507327482145
2026-03-31,4.925425372418454,3.917472217686,6.1162807923153
2026-04-01,4.907221342557375,3.9001438906228167,6.0971256188261025
2026-04-02,4.898799030012452,3.8915280139360107,6.088821423157222
2026-04-03,4.890376736776025,3.8822762981020316,6.081153098816339
2026-04-04,4.902444179932302,3.8946479183253815,6.09284090476682
2026-04-05,4.894021925317817,3.886319756978307,6.084249090308939
2026-04-06,4.886232984690608,3.878444539581156,6.076470953437865
2026-04-07,4.877810768704667,3.8710241119779862,6.066971469616988
