LocalTime,y
2026-01-30,5.040240831115435
2026-01-31,5.026570928065297
2026-02-01,5.013104501365756
2026-02-02,4.999663882972188
2026-02-03,4.98613779582588
2026-02-04,4.972462293499057
2026-02-05,4.958607333542137
2026-02-06,4.944567277899891
2026-02-07,4.93035412962077
2026-02-08,4.915992675363912
2026-02-09,4.901516954838722
2026-02-10,4.886967654061462
2026-02-11,4.872390142064548
2026-02-12,4.8578329564272416
2026-02-13,4.84548273400576
2026-02-14,4.8339472991713714
2026-02-15,4.822472850410283
2026-02-16,4.811075525785659
2026-02-17,4.799771347326907
2026-02-18,4.788575952918205
2026-02-19,4.777504370545013
2026-02-20,4.766570824820651
2026-02-21,4.755788569046402
2026-02-22,4.745169738360706
2026-02-23,4.734725221114939
2026-02-24,4.72446454669049
2026-02-25,4.714395788694022
2026-02-26,4.704525482941418
2026-02-27,4.694858559939757
2026-02-28,4.685398291751346
