LocalTime,y
2026-01-10,5.107363319110215
2026-01-11,4.991067305107517
2026-01-12,4.881363190740486
2026-01-13,4.782880167556892
2026-01-14,4.9876406381666225
2026-01-15,4.884275254239316
2026-01-16,4.980892602744038
2026-01-17,5.012447839217388
2026-01-18,4.898158310516584
2026-01-19,4.790284618616431
2026-01-20,4.693079475387362
2026-01-21,4.894137078034156
2026-01-22,4.792631229095774
2026-01-23,4.887402580349921
2026-01-24,4.9183052789189325
2026-01-25,4.806007129344003
2026-01-26,4.69994957146008
2026-01-27,4.604011182769918
2026-01-28,4.80139459973002
2026-01-29,4.701734046062381
2026-01-30,4.794673431229074
2026-01-31,4.824928706980969
2026-02-01,4.714606951122047
2026-02-02,4.610351359580833
2026-02-03,4.5156687083578495
2026-02-04,4.709406382232734
2026-02-05,4.611577001048732
2026-02-06,4.702698337401366
2026-02-07,4.732311261923407
2026-02-08,4.623951034080243
2026-02-09,4.521483360848364
2026-02-10,4.428045537180685
2026-02-11,4.61816567311913
2026-02-12,4.522153457504887
2026-02-13,4.611470549443155
2026-02-14,4.640446151231102
2026-02-15,4.534032704368888
2026-02-16,4.433339019929787
2026-02-17,4.341135219897328
2026-02-18,4.527665787794235
2026-02-19,4.433456845658741
2026-02-20,4.520983385715483
2026-02-21,4.549326650584692
2026-02-22,4.444845355297132
2026-02-23,4.345911847539426
2026-02-24,4.254931372057453
2026-02-25,4.437900108730251
2026-02-26,4.345480661766566
2026-02-27,4.431230231605729
2026-02-28,4.458946103092589
2026-03-01,4.356382446576081
2026-03-02,4.259195419693046
2026-03-03,4.169427673372712
2026-03-04,4.348862084714412
2026-03-05,4.258218467371094
2026-03-06,4.342204538772517
2026-03-07,4.369297918534837
2026-03-08,4.268637503573402
2026-03-09,4.173183376975031
2026-03-10,4.084617866995302
