date,forecast,lower_bound,upper_bound
2026-03-01,5.71393,4.79321,6.1766
2026-03-02,5.63674,4.79321,6.1766
2026-03-03,5.63674,4.79321,6.1766
2026-03-04,5.63674,4.79321,6.1766
2026-03-05,5.63674,4.79321,6.1766
2026-03-06,5.63674,4.79321,6.1766
2026-03-07,5.56018,4.79321,6.1766
2026-03-08,5.56018,4.57271,6.1766
2026-03-09,5.56018,4.57271,6.1766
2026-03-10,5.56018,4.57271,6.1766
2026-03-11,5.56018,4.57271,6.1766
2026-03-12,5.56018,4.57271,6.1766
2026-03-13,5.56018,4.57271,6.1766
2026-03-14,5.56018,4.57271,6.1766
2026-03-15,5.56018,4.57271,6.1766
2026-03-16,5.56018,4.57271,6.1766
2026-03-17,5.56018,4.57271,6.1766
2026-03-18,5.56018,4.57271,6.1766
2026-03-19,5.56018,4.57271,6.1766
2026-03-20,5.56018,4.57271,6.1766
2026-03-21,5.56018,4.57271,6.1766
2026-03-22,5.56018,4.57271,6.1766
2026-03-23,5.56018,4.57271,6.1766
2026-03-24,5.56018,4.57271,6.1766
2026-03-25,5.56018,4.57271,6.1766
2026-03-26,5.56018,4.57271,6.1766
2026-03-27,5.56018,4.57271,6.1766
2026-03-28,5.56018,4.57271,6.1766
2026-03-29,5.56018,4.57271,6.1766
2026-03-30,5.56018,4.57271,6.1766
2026-03-31,5.56018,4.57271,6.1766
2026-04-01,5.56018,4.57271,6.1766
2026-04-02,5.4428,4.57271,6.1766
2026-04-03,5.4428,4.57271,6.1766
2026-04-04,5.4428,4.57271,6.1766
2026-04-05,5.4428,4.57271,6.1766
2026-04-06,5.4428,4.57271,6.1766
2026-04-07,5.4428,4.57271,6.1766
2026-04-08,5.4428,4.57271,6.1766
2026-04-09,5.4428,4.57271,6.1766
2026-04-10,5.4428,4.57271,6.1766
2026-04-11,5.4428,4.57271,6.1766
2026-04-12,5.4428,4.57271,6.1766
2026-04-13,5.4428,4.57271,6.1766
2026-04-14,5.4428,4.57271,6.1766
2026-04-15,5.4428,4.57271,6.1766
2026-04-16,5.4428,4.57271,6.1766
2026-04-17,5.4428,4.57271,6.1766
2026-04-18,5.4428,4.57271,6.1766
2026-04-19,5.4428,4.57271,6.1766
2026-04-20,5.4428,4.57271,6.1766
2026-04-21,5.4428,4.57271,6.1766
2026-04-22,5.4428,4.57271,6.1766
2026-04-23,5.4428,4.57271,6.1766
2026-04-24,5.4428,4.57271,6.1766
2026-04-25,5.4428,4.57271,6.1766
2026-04-26,5.4428,4.57271,6.1766
2026-04-27,5.4428,4.57271,6.1766
2026-04-28,5.4428,4.57271,6.1766
2026-04-29,5.35768,4.57271,6.1766
2026-04-30,5.35768,4.57271,6.1766
2026-05-01,5.35768,4.57271,6.1766
2026-05-02,5.35768,4.57271,6.1766
2026-05-03,5.35768,4.57271,6.1766
2026-05-04,5.35768,4.57271,6.1766
2026-05-05,5.35768,4.57271,6.1766
2026-05-06,5.35768,4.57271,6.1766
2026-05-07,5.35768,4.57271,6.1766
2026-05-08,5.35768,4.57271,6.1766
2026-05-09,5.35768,4.57271,6.1766
2026-05-10,5.35768,4.57271,6.1766
2026-05-11,5.35768,4.57271,6.1766
2026-05-12,5.35768,4.57271,6.1766
2026-05-13,5.35768,4.57271,6.1766
2026-05-14,5.35768,4.57271,6.1766
2026-05-15,5.35768,4.57271,6.1766
2026-05-16,5.35768,4.57271,6.1766
2026-05-17,5.35768,4.57271,6.1766
2026-05-18,5.35768,4.57271,6.1766
2026-05-19,5.35768,4.57271,6.1766
2026-05-20,5.35768,4.57271,6.1766
2026-05-21,5.35768,4.57271,6.1766
2026-05-22,5.35768,4.57271,6.1766
2026-05-23,5.35768,4.57271,6.1766
2026-05-24,5.35768,4.57271,6.1766
2026-05-25,5.20574,4.57271,6.115446029299742
2026-05-26,5.35768,4.57271,6.1766
2026-05-27,5.35768,4.57271,6.1766
2026-05-28,5.35768,4.57271,6.1766
2026-05-29,5.35768,4.57271,6.1766
2026-05-30,5.35768,4.57271,6.1766
2026-05-31,5.35768,4.57271,6.1766
2026-06-01,5.35768,4.57271,6.1766
2026-06-02,5.20574,4.57271,6.1766
2026-06-03,5.20574,4.57271,6.1766
2026-06-04,5.20574,4.57271,6.1766
2026-06-05,5.20574,4.57271,6.1766
2026-06-06,5.20574,4.57271,6.1766
2026-06-07,5.20574,4.57271,6.1766
2026-06-08,5.20574,4.57271,6.1766
2026-06-09,5.20574,4.57271,6.1766
2026-06-10,5.20574,4.57271,6.1766
2026-06-11,5.20574,4.57271,6.1766
2026-06-12,5.20574,4.57271,6.1766
2026-06-13,5.20574,4.57271,6.1766
2026-06-14,5.20574,4.57271,6.1766
2026-06-15,5.20574,4.57271,6.118599478544472
2026-06-16,5.20574,4.57271,6.118599478544472
2026-06-17,5.20574,4.57271,6.118599478544472
2026-06-18,5.20574,4.57271,6.118599478544472
2026-06-19,5.10907,4.57271,5.93691
2026-06-20,5.20574,4.57271,6.115446029299742
2026-06-21,5.20574,4.57271,6.118599478544472
2026-06-22,5.20574,4.57271,6.118599478544472
2026-06-23,5.20574,4.57271,6.115446029299742
2026-06-24,5.20574,4.57271,6.115446029299742
2026-06-25,5.20574,4.57271,6.115446029299742
2026-06-26,5.20574,4.57271,6.115446029299742
2026-06-27,5.20574,4.57271,6.115446029299742
2026-06-28,5.20574,4.57271,6.07966
2026-06-29,5.20574,4.57271,6.07966
2026-06-30,5.20574,4.57271,6.07966
2026-07-01,5.16025,4.57271,6.07966
2026-07-02,5.16025,4.57271,6.07966
2026-07-03,5.05248,4.57271,5.93691
2026-07-04,5.05248,4.57271,5.93691
2026-07-05,5.16025,4.57271,6.07966
2026-07-06,5.16025,4.57271,6.07966
2026-07-07,5.16025,4.57271,6.07966
2026-07-08,5.16025,4.57271,6.07966
2026-07-09,5.16025,4.57271,6.07966
2026-07-10,5.16025,4.57271,6.07966
2026-07-11,5.16025,4.57271,6.07966
2026-07-12,5.16025,4.57271,6.07966
2026-07-13,5.16025,4.57271,6.07966
2026-07-14,5.16025,4.57271,6.07966
2026-07-15,5.16025,4.57271,6.07966
2026-07-16,5.10907,4.57271,6.07966
2026-07-17,5.10907,4.57271,6.07966
2026-07-18,5.10907,4.57271,6.07966
2026-07-19,5.10907,4.57271,6.07966
2026-07-20,5.10907,4.57271,6.07966
2026-07-21,5.10907,4.57271,5.93691
2026-07-22,5.10907,4.57271,5.93691
2026-07-23,5.10907,4.57271,5.93691
2026-07-24,5.10907,4.57271,5.93691
2026-07-25,5.10907,4.57271,5.93691
2026-07-26,5.10907,4.57271,5.93691
2026-07-27,5.10907,4.57271,5.93691
2026-07-28,5.10907,4.57271,5.93691
2026-07-29,5.10907,4.57271,5.93691
2026-07-30,5.10907,4.57271,5.93691
2026-07-31,5.10907,4.57271,5.93691
2026-08-01,5.10907,4.57271,5.93691
2026-08-02,5.05248,4.57271,5.93691
2026-08-03,5.05248,4.57271,5.93691
2026-08-04,5.05248,4.57271,5.93691
2026-08-05,5.05248,4.57271,5.93691
2026-08-06,5.05248,4.57271,5.93691
2026-08-07,5.05248,4.57271,5.93691
2026-08-08,5.05248,4.57271,5.93691
2026-08-09,5.05248,4.57271,5.93691
2026-08-10,5.05248,4.57271,5.93691
2026-08-11,5.05248,4.57271,5.93691
2026-08-12,5.04612,4.57271,5.93691
2026-08-13,5.04612,4.57271,5.91441
2026-08-14,5.04612,4.57271,5.91441
2026-08-15,5.04612,4.57271,5.91441
2026-08-16,5.04612,4.57271,5.91441
2026-08-17,5.04612,4.57271,5.90659
2026-08-18,5.04612,4.57271,5.90659
2026-08-19,5.04612,4.57271,5.90659
2026-08-20,5.04612,4.57271,5.90659
2026-08-21,4.99696,4.57271,5.88694
2026-08-22,4.99696,4.57271,5.88694
2026-08-23,4.99696,4.57271,5.88694
2026-08-24,4.99696,4.57271,5.88694
2026-08-25,4.99696,4.57271,5.88694
2026-08-26,4.99696,4.57271,5.88694
2026-08-27,4.99696,4.57271,5.88694
2026-08-28,4.99696,4.57271,5.88694
2026-08-29,4.99696,4.57271,5.88694
2026-08-30,4.99696,4.57271,5.88694
2026-08-31,4.99696,4.57271,5.88694
2026-09-01,4.99696,4.57271,5.88694
2026-09-02,4.99696,4.57271,5.88694
2026-09-03,4.99696,4.57271,5.88694
2026-09-04,4.99696,4.57271,5.88694
2026-09-05,4.99696,4.57271,5.88694
2026-09-06,4.94749,4.57271,5.88694
2026-09-07,4.82658,4.57271,5.72534
2026-09-08,4.94749,4.57271,5.74407
2026-09-09,4.94749,4.57271,5.88694
2026-09-10,4.94749,4.57271,5.88694
2026-09-11,4.94749,4.57271,5.88694
2026-09-12,4.94749,4.57271,5.88694
2026-09-13,4.94749,4.57271,5.74407
2026-09-14,4.94749,4.57271,5.74407
2026-09-15,4.94749,4.57271,5.74407
2026-09-16,4.93674,4.57271,5.74407
