date,forecast,lower_bound,upper_bound
2026-03-01,5.16025,4.57271,5.88694
2026-03-02,5.10907,4.57271,5.88694
2026-03-03,5.10907,4.57271,5.88694
2026-03-04,5.10907,4.57271,5.74407
2026-03-05,5.05248,4.57271,5.88694
2026-03-06,4.99696,4.57271,5.88694
2026-03-07,4.94749,4.57271,5.88694
2026-03-08,4.92971,4.57271,5.74407
2026-03-09,4.92971,4.57271,5.71393
2026-03-10,4.82658,4.57271,5.71393
2026-03-11,4.82658,4.57271,5.63674
2026-03-12,4.82658,4.57271,5.74407
2026-03-13,4.82658,4.57271,5.74407
2026-03-14,4.92971,4.57271,5.88694
2026-03-15,4.82658,4.57271,5.88694
2026-03-16,4.82658,4.57271,5.71393
2026-03-17,4.82658,4.57271,5.74407
2026-03-18,4.82658,4.57271,5.63674
2026-03-19,4.79321,4.57271,5.74407
2026-03-20,4.79321,4.57271,5.74407
2026-03-21,4.82658,4.57271,5.74407
2026-03-22,4.82658,4.57271,5.74407
2026-03-23,4.79321,4.57271,5.74407
2026-03-24,4.79321,4.57271,5.63674
2026-03-25,4.79321,4.57271,5.63674
2026-03-26,4.79321,4.57271,5.63674
2026-03-27,4.79321,4.57271,5.56018
2026-03-28,4.79321,4.57271,5.63674
2026-03-29,4.79321,4.57271,5.63674
2026-03-30,4.79321,4.57271,5.56018
2026-03-31,4.79321,4.57271,5.56018
2026-04-01,4.57271,4.57271,5.56018
2026-04-02,4.57271,4.57271,5.4428
2026-04-03,4.57271,4.57271,5.4428
2026-04-04,4.57271,4.57271,5.4428
2026-04-05,4.57271,4.57271,5.4428
2026-04-06,4.57271,4.57271,5.35768
2026-04-07,4.57271,4.57271,5.35768
2026-04-08,4.57271,4.57271,5.35768
2026-04-09,4.57271,4.57271,5.35768
2026-04-10,4.57271,4.57271,5.20574
2026-04-11,4.57271,4.57271,5.20574
2026-04-12,4.57271,4.57271,5.20574
2026-04-13,4.57271,4.57271,5.20574
2026-04-14,4.57271,4.57271,5.16025
2026-04-15,4.57271,4.57271,5.16025
2026-04-16,4.57271,4.57271,5.10907
2026-04-17,4.57271,4.57271,5.10907
2026-04-18,4.57271,4.57271,5.10907
2026-04-19,4.57271,4.57271,5.05248
2026-04-20,4.57271,4.57271,5.04612
2026-04-21,4.57271,4.57271,4.99696
2026-04-22,4.57271,4.57271,4.99696
2026-04-23,4.57271,4.57271,4.99696
2026-04-24,4.57271,4.57271,4.99696
2026-04-25,4.57271,4.57271,5.04612
2026-04-26,4.57271,4.57271,4.99696
2026-04-27,4.57271,4.57271,4.99696
2026-04-28,4.57271,4.57271,4.94749
2026-04-29,4.57271,4.57271,4.99696
2026-04-30,4.57271,4.57271,4.94749
2026-05-01,4.57271,4.57271,5.4428
2026-05-02,4.79321,4.57271,5.4428
2026-05-03,4.57271,4.57271,5.4428
2026-05-04,4.57271,4.57271,5.4428
2026-05-05,4.57271,4.57271,5.35768
2026-05-06,4.57271,4.57271,5.35768
2026-05-07,4.57271,4.57271,5.35768
2026-05-08,4.57271,4.57271,5.35768
2026-05-09,4.57271,4.57271,5.4428
2026-05-10,4.57271,4.57271,5.35768
2026-05-11,4.57271,4.57271,5.35768
2026-05-12,4.57271,4.57271,5.35768
2026-05-13,4.57271,4.57271,5.35768
2026-05-14,4.57271,4.57271,5.35768
2026-05-15,4.57271,4.57271,5.35768
2026-05-16,4.57271,4.57271,5.35768
2026-05-17,4.57271,4.57271,5.35768
2026-05-18,4.57271,4.57271,5.35768
2026-05-19,4.57271,4.57271,5.35768
2026-05-20,4.57271,4.57271,5.35768
2026-05-21,4.57271,4.57271,5.35768
2026-05-22,4.57271,4.57271,5.35768
2026-05-23,4.57271,4.57271,5.35768
2026-05-24,4.57271,4.57271,5.35768
2026-05-25,4.57271,4.57271,5.4428
2026-05-26,4.57271,4.57271,5.35768
2026-05-27,4.57271,4.57271,5.35768
2026-05-28,4.57271,4.57271,5.35768
2026-05-29,4.57271,4.57271,5.35768
2026-05-30,4.57271,4.57271,5.35768
2026-05-31,4.57271,4.57271,5.35768
2026-06-01,4.57271,4.57271,5.35768
2026-06-02,4.57271,4.57271,5.35768
2026-06-03,4.57271,4.57271,5.35768
2026-06-04,4.57271,4.57271,5.35768
2026-06-05,4.57271,4.57271,5.35768
2026-06-06,4.57271,4.57271,5.35768
2026-06-07,4.57271,4.57271,5.35768
2026-06-08,4.57271,4.57271,5.35768
2026-06-09,4.57271,4.57271,5.35768
2026-06-10,4.57271,4.57271,5.35768
2026-06-11,4.57271,4.57271,5.35768
2026-06-12,4.57271,4.57271,5.35768
2026-06-13,4.57271,4.57271,5.35768
2026-06-14,4.57271,4.57271,5.35768
2026-06-15,4.57271,4.57271,5.35768
2026-06-16,4.57271,4.57271,5.35768
2026-06-17,4.57271,4.57271,5.35768
2026-06-18,4.57271,4.57271,5.35768
2026-06-19,4.57271,4.57271,5.56018
2026-06-20,4.57271,4.57271,5.35768
2026-06-21,4.57271,4.57271,5.35768
2026-06-22,4.57271,4.57271,5.35768
2026-06-23,4.57271,4.57271,5.20574
2026-06-24,4.57271,4.57271,5.20574
2026-06-25,4.57271,4.57271,5.20574
2026-06-26,4.57271,4.57271,5.20574
2026-06-27,4.57271,4.57271,5.35768
2026-06-28,4.57271,4.57271,5.35768
2026-06-29,4.57271,4.57271,5.20574
2026-06-30,4.57271,4.57271,5.20574
2026-07-01,4.57271,4.57271,4.99696
2026-07-02,4.57271,4.57271,4.99696
2026-07-03,4.57271,4.57271,5.16025
2026-07-04,4.57271,4.57271,5.20574
2026-07-05,4.57271,4.57271,4.99696
2026-07-06,4.57271,4.57271,4.99696
2026-07-07,4.57271,4.57271,4.94749
2026-07-08,4.57271,4.57271,4.99696
2026-07-09,4.57271,4.57271,4.94749
2026-07-10,4.57271,4.57271,4.99696
2026-07-11,4.57271,4.57271,4.99696
2026-07-12,4.57271,4.57271,4.99696
2026-07-13,4.57271,4.57271,4.99696
2026-07-14,4.57271,4.57271,4.94749
2026-07-15,4.57271,4.57271,4.94749
2026-07-16,4.57271,4.57271,4.94749
2026-07-17,4.57271,4.57271,4.94749
2026-07-18,4.57271,4.57271,4.99696
2026-07-19,4.57271,4.57271,4.99696
2026-07-20,4.57271,4.57271,4.94749
2026-07-21,4.57271,4.57271,4.93051
2026-07-22,4.57271,4.57271,4.94749
2026-07-23,4.57271,4.57271,4.93674
2026-07-24,4.57271,4.57271,4.94749
2026-07-25,4.57271,4.57271,4.99696
2026-07-26,4.57271,4.57271,4.94749
2026-07-27,4.57271,4.57271,4.94749
2026-07-28,4.57271,4.57271,4.92971
2026-07-29,4.57271,4.57271,4.93051
2026-07-30,4.57271,4.57271,4.92971
2026-07-31,4.57271,4.57271,4.93674
2026-08-01,4.57271,4.57271,5.10907
2026-08-02,4.57271,4.57271,5.05248
2026-08-03,4.57271,4.57271,5.05248
2026-08-04,4.57271,4.57271,5.04612
2026-08-05,4.57271,4.57271,5.04612
2026-08-06,4.57271,4.57271,5.04612
2026-08-07,4.57271,4.57271,5.04612
2026-08-08,4.57271,4.57271,5.05248
2026-08-09,4.57271,4.57271,5.05248
2026-08-10,4.57271,4.57271,5.04612
2026-08-11,4.57271,4.57271,4.99696
2026-08-12,4.57271,4.57271,5.04612
2026-08-13,4.57271,4.57271,5.04612
2026-08-14,4.57271,4.57271,5.04612
2026-08-15,4.57271,4.57271,5.05248
2026-08-16,4.57271,4.57271,5.04612
2026-08-17,4.57271,4.57271,5.04612
2026-08-18,4.57271,4.57271,4.99696
2026-08-19,4.57271,4.57271,4.99696
2026-08-20,4.57271,4.57271,4.99696
2026-08-21,4.57271,4.57271,5.04612
2026-08-22,4.57271,4.57271,5.05248
2026-08-23,4.57271,4.57271,5.04612
2026-08-24,4.57271,4.57271,5.04612
2026-08-25,4.57271,4.57271,4.99696
2026-08-26,4.57271,4.57271,4.99696
2026-08-27,4.57271,4.57271,4.99696
2026-08-28,4.57271,4.57271,4.99696
2026-08-29,4.57271,4.57271,5.04612
2026-08-30,4.57271,4.57271,5.04612
2026-08-31,4.57271,4.57271,4.99696
2026-09-01,4.57271,4.57271,4.79321
2026-09-02,4.57271,4.57271,4.79321
2026-09-03,4.57271,4.57271,4.79321
2026-09-04,4.57271,4.57271,4.79321
2026-09-05,4.57271,4.57271,4.79321
2026-09-06,4.57271,4.57271,4.79321
2026-09-07,4.57271,4.57271,5.05248
2026-09-08,4.57271,4.57271,4.79321
2026-09-09,4.57271,4.57271,4.79321
2026-09-10,4.57271,4.57271,4.79321
2026-09-11,4.57271,4.57271,4.79321
2026-09-12,4.57271,4.57271,4.79321
2026-09-13,4.57271,4.57271,4.79321
2026-09-14,4.57271,4.57271,4.79321
2026-09-15,4.57271,4.57271,4.79321
2026-09-16,4.57271,4.57271,4.79321
2026-09-17,4.57271,4.57271,4.79321
2026-09-18,4.57271,4.57271,4.79321
2026-09-19,4.57271,4.57271,4.79321
2026-09-20,4.57271,4.57271,4.79321
2026-09-21,4.57271,4.57271,4.79321
2026-09-22,4.57271,4.57271,4.79321
2026-09-23,4.57271,4.57271,4.79321
2026-09-24,4.57271,4.57271,4.79321
2026-09-25,4.57271,4.57271,4.79321
2026-09-26,4.57271,4.57271,4.79321
2026-09-27,4.57271,4.57271,4.79321
2026-09-28,4.57271,4.57271,4.79321
2026-09-29,4.57271,4.57271,4.79321
2026-09-30,4.57271,4.57271,4.79321
2026-10-01,4.57271,4.57271,4.79321
2026-10-02,4.57271,4.57271,4.79321
