LocalTime,y
2026-02-09,6.07966
2026-02-10,6.073353887696733
2026-02-11,6.067054934725905
2026-02-12,6.060763132959524
2026-02-13,6.054478474278821
2026-02-14,6.048200950574251
2026-02-15,6.041930553745469
2026-02-16,6.035667275701331
2026-02-17,6.029411108359877
2026-02-18,6.0231620436483215
2026-02-19,6.016920073503047
2026-02-20,6.010685189869588
2026-02-21,6.004457384702624
2026-02-22,5.9982366499659685
2026-02-23,5.992022977632559
2026-02-24,5.985816359684445
2026-02-25,5.9796167881127795
2026-02-26,5.973424254917808
2026-02-27,5.967238752108858
2026-02-28,5.961060271704327
2026-03-01,5.954888805731679
2026-03-02,5.948724346227424
2026-03-03,5.942566885237115
2026-03-04,5.936416414815335
2026-03-05,5.9302729270256895
2026-03-06,5.924136413940793
2026-03-07,5.918006867642259
2026-03-08,5.91188428022069
2026-03-09,5.905768643775671
2026-03-10,5.899659950415755
