date,forecast,lower_bound,upper_bound,P_mapped_Wh
2026-03-01,5.406070164540357,4.689853938307578,5.864726390773137,2.609967401889051
2026-03-02,5.4024111798699375,4.686247365404514,5.861014994335363,2.6229981694825053
2026-03-03,5.311552087130933,4.682775935452615,5.8575615721425836,3.2440254835705726
2026-03-04,5.308903604182798,4.6799574541141915,5.855083087584738,4.48004146334974
2026-03-05,5.297351291498898,4.677554596035321,5.85269465362914,8.26643292004789
2026-03-06,5.295032685376922,4.675265827132083,5.850346210288428,8.236716413462817
2026-03-07,5.239152933110419,4.673232869433686,5.84835299678715,7.256548431555141
2026-03-08,5.233080235727132,4.667324861196146,5.842115610258118,7.657800726353598
2026-03-09,5.2000863540617415,4.663855276687169,5.838664098102981,6.921403445523479
2026-03-10,5.196870309140806,4.660630247156985,5.8354570377912935,5.71907676732739
2026-03-11,5.168876022268609,4.658033801051887,5.833104910151998,5.913108075029931
2026-03-12,5.166508392466163,4.655624216892972,5.8307792347060206,2.1789986005055204
2026-03-13,5.125045621013673,4.653301383197781,5.828429858829563,3.864099326859119
2026-03-14,5.1231795270802,4.651419804996614,5.826579249163786,4.709669014234402
2026-03-15,5.122256337206857,4.650651402110338,5.825501272303377,4.807717594785153
2026-03-16,5.040370666525033,4.647821097103287,5.822600235946779,7.160406792603431
2026-03-17,5.037709890510196,4.64515100827764,5.819948772742751,6.477244964746574
2026-03-18,5.035624247917744,4.6429035287664036,5.818024967069085,6.318015341226553
2026-03-19,5.033499109646791,4.640766408739491,5.815911810554091,5.334192387920712
2026-03-20,4.978115358720165,4.63861780339164,5.813706247382023,7.063629506452041
2026-03-21,4.97632758649917,4.636811074087363,5.81193743224431,6.439741779965411
2026-03-22,4.973507348310782,4.634122627162631,5.808985402792267,6.14035194891579
2026-03-23,4.931914818128916,4.63137464003234,5.806154996225492,5.365498012504988
2026-03-24,4.929355291025544,4.628804562240571,5.803606019810517,5.713355942530264
2026-03-25,4.927498109804689,4.626796168983887,5.801900050625491,5.564137762405214
2026-03-26,4.925747821328494,4.625026089074607,5.800169553582381,4.818364685379805
2026-03-27,4.924036108331118,4.623339303205978,5.798432913456259,5.931700755620593
2026-03-28,4.922740538911811,4.6220247548139275,5.797156323009695,4.551551773313821
2026-03-29,4.919963131841218,4.618607059492501,5.795019204189934,4.544718565917253
2026-03-30,4.9172464793595765,4.615964766373003,5.7922281923461485,3.204615357190368
2026-03-31,4.914374939413441,4.607051674711229,5.795398204115653,1.9393596062258875
2026-04-01,4.906507786208037,4.605839538786712,5.780876033629362,5.456713385659172
2026-04-02,4.904502321347664,4.6038363525168,5.778868290178528,5.942983493414926
2026-04-03,4.902489199615386,4.601724864985771,5.776953534245,7.321225534122655
2026-04-04,4.901016464190418,4.600209480666066,5.775523447714771,7.1718484421976845
2026-04-05,4.898572686560353,4.5978182898181466,5.773027083302559,4.732711225222828
2026-04-06,4.896115082087621,4.595329456689881,5.770600707485362,6.062167343355061
2026-04-07,4.893761561561303,4.592988983074998,5.768234140047607,6.265097711853132
2026-04-08,4.889156451620891,4.588511527632124,5.763501375609658,6.819858805374484
2026-04-09,4.887297237156619,4.586591704446305,5.761702769866932,6.019420069176532
2026-04-10,4.885478832492905,4.5846670824384645,5.759990582547346,4.961067481708128
2026-04-11,4.884129145701866,4.583336569162498,5.758621722241234,6.345824906212584
2026-04-12,4.881662748319,4.580882465299237,5.7561430313387625,5.515351839829719
2026-04-13,4.879137515574506,4.5783315394684285,5.753643491680582,1.5932497059997337
2026-04-14,4.876881358402717,4.5760705829208,5.751392133884635,3.369247981907676
2026-04-15,4.877376623943532,4.576716688659694,5.751736559227371,6.144165832113875
2026-04-16,4.876063646421064,4.575387252499244,5.750440040342883,5.415555229479845
2026-04-17,4.874752356362104,4.573977577896044,5.749227134828163,3.583461088200079
2026-04-18,4.873743641092479,4.572936459161941,5.748250823023017,6.357425467606757
2026-04-19,4.871472539210358,4.570711746659781,5.745933331760935,6.493453968338432
2026-04-20,4.869059602921288,4.568270748388406,5.74354845745417,5.787726664892908
2026-04-21,4.866835510632239,4.566055849934448,5.74131517133003,5.345634037514966
2026-04-22,4.86538793359657,4.564719125512361,5.73975674168078,6.121759268325129
2026-04-23,4.8641060935885685,4.563428141991884,5.7384840451852535,6.3216703126247165
2026-04-24,4.862851169485439,4.562072193577462,5.737330145393415,5.8695662418518015
2026-04-25,4.8620264814613305,4.561226431715139,5.736526531207521,6.318174253026473
2026-04-26,4.860086239589149,4.559322996803306,5.734549482374992,1.9908470294000256
2026-04-27,4.858095124675692,4.557304326518698,5.732585922832684,5.477371919648795
2026-04-28,4.85632012080023,4.555535597631233,5.730804643969226,3.28502472794998
2026-04-29,4.8548726916381355,4.5534513107079695,5.7299940725683,5.783912781694824
2026-04-30,4.853621139585247,4.552139206028795,5.641406406475031,6.673977773047758
2026-05-01,4.851979582820303,4.551395868029286,5.638866630944652,6.889779997339363
2026-05-02,4.850894837410924,4.550362674264003,5.63773033389118,6.124937504323532
2026-05-03,4.848638180519649,4.548086440097548,5.635493254275083,6.004323448184115
2026-05-04,4.846442490402102,4.545691714407794,5.633496599729742,6.256993210057203
2026-05-05,4.84462571531375,4.543908042818188,5.622490054475978,6.599130315285352
2026-05-06,4.8435297620159785,4.542808863766858,5.621397326931763,1.2900459917520282
2026-05-07,4.8423936701262695,4.541670995234982,5.620263011684223,5.036391674870293
2026-05-08,4.838344243931492,4.537783939140828,5.562184548722155,3.209859446587734
2026-05-09,4.837368588961231,4.536807570215436,5.561209607707025,3.597445326593055
2026-05-10,4.835269860781106,4.534697160999828,5.5591225605623835,2.163107420513502
2026-05-11,4.833160798823648,4.5324410740625956,5.5571605235847,3.287408404948782
2026-05-12,4.831285347713394,4.530550886433793,5.555299808992996,4.103102673939071
2026-05-13,4.830086070437449,4.529349829983627,5.524568977557938,4.394229091392842
2026-05-14,4.829012003152925,4.5282679753209925,5.523502697651523,4.77005549820407
2026-05-15,4.830027967077522,4.529452809613976,5.524349791207736,5.302251116136755
2026-05-16,4.829563913540831,4.52902351396066,5.498330979787667,5.888000010642543
2026-05-17,4.827938010812308,4.527380184425803,5.49672250386548,6.291794894239723
2026-05-18,4.826135974114645,4.525387878126135,5.495110736769821,4.10230811493947
2026-05-19,4.824422211706132,4.5236997961370395,5.493371293941891,4.782132794998004
2026-05-20,4.8233019601545974,4.522578682982489,5.453125237326705,6.02561762937342
2026-05-21,4.822227019729109,4.5215009242537585,5.45205311520446,5.942506758015165
2026-05-22,4.8212675324337555,4.520683152088055,5.450951912779456,6.293384012238924
2026-05-23,4.820802333854501,4.520261293398747,5.450443374310254,5.97301782359984
2026-05-24,4.819200837350345,4.518641161389678,5.448860513311011,3.840580380470932
2026-05-25,4.8175511877640504,4.516812400900219,5.447389974627883,4.721428487428494
2026-05-26,4.816136961632672,4.515412819616209,5.445961103649135,5.316076442729812
2026-05-27,4.815407520961273,4.514682677245666,5.366212364676879,5.037504057469735
2026-05-28,4.81475096855885,4.5140221112442696,5.365559825873429,5.004768226686178
2026-05-29,4.8137612357504524,4.512398607345432,5.365203864155473,4.858410458959691
2026-05-30,4.813296235673559,4.511987620751218,5.364684850595899,4.3748418518025805
2026-05-31,4.811311103920757,4.504597505902601,5.368104701938911,3.807685637887455
2026-06-01,4.811432159656028,4.510743901242639,5.362200418069414,4.80453935878675
2026-06-02,4.809692560020463,4.509050651050601,5.3604144689903235,3.967868732206997
2026-06-03,4.808592215465354,4.507797111929202,5.359467319001506,2.47743496075562
2026-06-04,4.807689696859952,4.506921241854644,5.358538151865258,4.702041247838233
2026-06-05,4.806965481296739,4.5062027524052795,5.304601543521532,5.086448891845151
