Date,GloblRad,SunShine,SunshineRate,T Max,Td dew point,Temperature,TxSoil0cm,TxSoil100cm,TxSoil10cm,TxSoil20cm,TxSoil30cm,TxSoil50cm,TxSoil5cm,UVI Max
2026/3/1,15.843605546562744,9.3,67.04868722824635,24.70705785430185,17.3,19.54230509,21.802466396289915,23.3,22.8,21.232653977607484,21.648612472157264,22.48655953132515,17.63553839530003,4
2026/3/2,15.8842533,9.3,52.687829001615086,24.79828520999331,14.51129081152302,19.63283613975354,21.89722998634616,22.66161489349466,20.76173849,21.31024940455577,21.65896486905128,22.54664038209509,17.709036605477884,7.427292037691753
2026/3/3,15.924095166226891,1.8,54.53169492488963,24.89001275267973,14.36502813,19.724289275452936,21.992774425008044,22.70057760771188,20.723753976523383,21.388900657193005,21.655102278075613,22.60809279852718,17.784850194518015,7.435306547518456
2026/3/4,15.963123395421828,7.7,20.928765299224704,24.98218252767812,14.518454784105446,19.816618002046727,22.08905056000229,22.819540321929097,20.449850255245305,21.46855537953304,21.676789368246265,22.67089106853691,17.862945292072087,7.099900327315026
2026/3/5,16.001332762827317,7.739291462697371,0,25.074738563274853,14.393554113815105,19.90977710782665,22.186010571513933,22.93649770960592,20.311697375000332,21.549161967836028,21.70674888533936,22.735009491121136,17.943286770523873,7.006250794785712
2026/3/6,16.03872056674214,6.2,4.4,25.167626914719957,14.47384157445802,20.00372267019448,22.28360798889963,22.958471076903933,20.09645977299753,21.630669621123086,21.740732491646373,22.80042237,18.02583823507338,7.045280831053103
2026/3/7,16.075286591936777,0,0,25.260795701892302,14.794310833507106,20.09841205975844,22.381797702716995,23.101375199176783,20.133046573198264,21.71302838827786,21.79277678207583,22.86710402,18.110562014879395,6.931764555546858
2026/3/8,16.111033071457395,9.2,56.965216928966385,25.35419514062492,14.458566689310858,20.193803939863955,22.480535972129253,22.52570011814101,20.54385235013062,21.79618921168288,21.84514785,22.935028730539354,18.19741915537837,7.527980823578276
2026/3/9,16.14596464224901,9.6,33.283447491119865,25.44777756769661,15.057104445702116,20.289858261656267,22.57978042775708,22.66061489349466,20.52212685972043,21.880103967347967,21.905238998441504,23.004170794528036,18.28636941,6.665897852567608
2026/3/10,16.180088294737878,3,53.33367343645834,25.54149745951324,15.192543429020803,20.38653625478436,22.67949007,22.71057760771188,20.67327976253108,21.96472550149844,21.957522361014465,23.07450447146675,18.377371244668357,7.740992744825959
2026/3/11,16.213413316528932,6,59.07668664288631,25.63531144,15.53595911853298,20.48380041386779,22.77962526335797,22.81854032,20.94221551,22.05000766360021,22.039625318950183,23.14600398667925,18.470381815378577,7.357701921588765
2026/3/12,16.24595123038903,6.804736090606181,16.222355056562566,25.72917830939171,16.188013815935786,20.581614480859383,22.88014772555914,22.959497709605923,21.18036636388912,22.13590533580926,22.131966784641385,23.218643517443503,18.56535698532957,6.856446514638904
2026/3/13,16.27771572670123,0.4,54.428063029844786,25.823058999103527,15.92243296722976,20.679943423447718,22.981020513783736,22.999471076903934,20.88281498527308,22.222374458842427,22.227932666067844,23.292397179754555,18.66225132,7.257346787335823
2026/3/14,16.30872259058966,0,40.566988827641495,25.91691661092236,15.416242285312716,20.778753409653824,23.08220800594448,23.189375199176784,21.08192873579412,22.30937205427659,22.339239518277477,23.367239014170487,18.761018067533485,6.704167063886546
2026/3/15,16.338989623927713,10,60.21168838250853,26.010716382472843,15.012952397881984,20.878011778786703,23.18367587846674,22.676700118141017,21.39926965237545,22.39685624,22.44598456518878,23.44314297084348,18.861609208937352,7.750098360897441
2026/3/16,16.368536562455617,7.6,26.57297622078703,26.10442567396891,15.45967347,20.977687008931376,23.28539108028568,22.85861489349466,21.556545783862383,22.48478626189084,22.55364158080298,23.52008289384077,18.96397541728746,7.080759172353053
2026/3/17,16.397384988245424,1.5,19.278937473138146,26.19801394475608,15.739963896008334,21.07774868115254,23.387321803282955,22.94757760771188,21.536094483065625,22.573122472611928,22.64509861383844,23.5980325,19.068066088828324,7.566212727850955
2026/3/18,16.425558237763294,5.5,44.38061068912559,26.29145272431288,16.158551376555614,21.178167440604668,23.48943744933301,23.09454032,21.912002931665505,22.66182637281086,22.75680428,23.676965386463863,19.173829348374746,7.496646320164014
2026/3/19,16.453081305789958,3.7,50.509204693098496,26.384715577875355,16.42498091223134,21.278914954747624,23.59170859413695,23.267497709605923,22.01335019601472,22.7508606,22.86845426060632,23.756854964897848,19.281212061654653,7.379437508290623
2026/3/20,16.47998074547046,6,38.32347961205372,26.477778066862022,16.170135153563425,21.37996386887352,23.694106948030363,23.37347107690393,22.162322672239306,22.840188931069505,22.973195021391245,23.83767449268024,19.39015985,7.539113413907247
2026/3/21,16.506284564773857,0,67.66521692896642,26.57061770428973,16.596493368891736,21.48128775915719,23.796605313958555,23.607375199176783,22.20547649239689,22.92977628522474,23.082992293898812,23.919397031000056,19.500617107569404,7.235221172672984
2026/3/22,16.53202211965239,9.3,58.51206606736629,26.663213905383007,16.184894616557383,21.582861083448297,23.89917754,23.125700118141012,22.329307173626088,23.01958871443842,23.178662527756213,24.00199543208215,19.612527020818572,7.4932029772365265
2026/3/23,16.557224004197582,0,7.766172862688151,26.75554793359145,16.382801022181255,21.68465913002829,24.00179848638009,23.32861489349466,21.922362431182545,23.109593397786977,23.26682775356392,24.085442321617627,19.72583159085157,7.055275050095294
2026/3/24,16.581921938098034,4.3,46.58283543622896,26.847602842240622,16.599860584225553,21.786657964559694,24.10444394797976,23.43757760771188,21.93056217706516,23.19975862999735,23.33189203995276,24.16971008137478,19.84047166,7.438668586404756
2026/3/25,16.606148651709958,7.9,53.89503946,26.939363412052455,16.798013690423165,21.88883437545895,24.207090631234355,23.604540321929097,22.00365151801755,23.290053807563023,23.41210943817395,24.254770832103127,19.95638692988924,6.990445928390491
2026/3/26,16.62993776905721,5.7,75.87707653980476,27.030816084780543,17.138798860165128,21.99116581792705,24.30971608696469,23.78549770960592,22.50019591097936,23.38044941207409,23.48917910655373,24.34059641684208,20.073516010298547,7.951883721750169
2026/3/27,16.65332369,0,22.315153879245837,27.121948893215144,17.039586689901665,22.09363035687449,24.412298658571785,23.885471076903933,22.37902618636918,23.47091699,23.558349190580152,24.42715838474454,20.191796433212467,7.416249866902855
2026/3/28,16.676341465472344,0,5.925625896857522,27.21275138782039,17.314021194122816,22.196206608978454,24.51481742608657,24.093375199176783,22.62938780287983,23.56142913518974,23.633682205633637,24.51442797552396,20.311164697729215,7.301120926
2026/3/29,16.69902668539226,10,7.367082950472023,27.30321456027396,16.99322109758468,22.29887368411124,24.61725215,23.582700118141016,22.590371740036737,23.65195945579219,23.697985149446676,24.60237610463136,20.431556306449952,7.388056617944362
2026/3/30,16.721415347448584,9.1,0,27.39333076418586,17.37669687085442,22.40161112637881,24.719583208965773,23.766614893494665,22.50640489522852,23.74248255644006,23.759669914205773,24.690973349266468,20.55290580648178,6.877810636545061
2026/3/31,16.743543739222527,3.3,0,27.48309363327909,17.69810594622847,22.50439885500786,24.821791550021864,23.86657760771188,22.32253864647025,23.832974005127127,23.80464679,24.78018993532444,20.67514683317461,7.550234839624766
2026/4/1,16.76544831469983,6.1,31.66517371634297,27.572497997319523,17.57583626424755,22.607217105318465,24.92385862087069,24.017540321929097,22.478536425971264,23.92341030334804,23.87232493,24.86999572537638,20.79821215657912,7.379906849684659
2026/4/2,16.78716557193028,1.6,2.516857379982589,27.661539796086803,17.84318607945055,22.710046370017263,25.025766315140043,24.19349770960592,22.42099152437881,24.01376885350661,23.945158699981413,24.96036021,20.922033730604976,7.694610008746261
2026/4/3,16.80873193124653,1.2,43.408902578310396,27.750215991681333,17.50505136887716,22.812867341043603,25.127496912439305,24.260471076903933,22.614256682646943,24.10402792462153,24.018723536607524,25.05125248700305,21.046542744850218,7.386749672807836
2026/4/4,16.830183614369975,0,22.54498111798918,27.83852447946478,17.570607307617905,22.915660852197192,25.22903301957637,24.455375199176785,22.597951654175173,24.19416661648431,24.106975219717334,25.14264127527229,21.171669679064188,6.556933936250448
2026/4/5,16.851556524727954,9.7,51.46043759653458,27.926463997933144,17.09450469219536,23.01840782277237,25.33035751228321,23.934700118141016,22.65853020186971,24.28416482242697,24.192195657074723,25.234494885588585,21.297344360198128,6.868561847379962
2026/4/6,16.87288613,8.6,3.7,28.014034037822395,17.346168758786966,23.121089202418634,25.43145347767124,24.08861489349466,22.65201634968537,24.374003190859217,24.281889547169524,25.326781226228924,21.423496021989344,7.1931582240835565
2026/4/7,16.894207342328848,1.7,18.218671135433432,28.10123475074626,17.590145562749502,23.223685917442115,25.532304157633657,24.17057760771188,22.997580989695827,24.463663085736883,24.36073245189204,25.419467796783373,21.55005336701637,7.803362767
2026/4/8,16.915554411145205,8.6,16.295031341726492,28.18806685766506,17.338385095337163,23.32617881875648,25.632892893407647,24.314540321929098,23.15151823162443,24.55312654612439,24.46664099828892,25.51252168580407,21.67694463,7.365013802742675
2026/4/9,16.936960804511113,4.4,11.96026134586383,28.27453155748258,17.686358674867215,23.42854863168492,25.73320307150353,24.44849770960592,23.32538984775174,24.642376245015107,24.580400147534608,25.60590957012795,21.80409765035287,7.748467816294907
