date,forecast,lower_bound,upper_bound
2026-03-01,6.1766,5.274988754687088,7.142938754381653
2026-03-02,5.664371871687155,4.8574622071271865,6.529196492916575
2026-03-03,5.661661936784058,4.854745593016681,6.52647987880607
2026-03-04,5.65895565765993,4.852032634685143,6.523766920474531
2026-03-05,5.656254449255443,4.84932474707325,6.521059032862638
2026-03-06,5.653558589292981,4.846622207903379,6.5183564936927665
2026-03-07,5.650866565127283,4.843923504530272,6.515657790319661
2026-03-08,5.648177655982935,4.841227916178515,6.5129622019679045
2026-03-09,5.645493839084683,4.838537420072856,6.5102717058622455
2026-03-10,5.642815763364255,4.83585266514502,6.507586950934408
2026-03-11,5.640141388853379,4.833171611426735,6.5049058972161236
2026-03-12,5.637472428333157,4.830495971699105,6.502230257488494
2026-03-13,5.634807668630971,4.827824532789511,6.4995588185789
2026-03-14,5.632147868120659,4.825158053071791,6.496892338861179
2026-03-15,5.6294916963541874,4.822495202097911,6.494229487887298
2026-03-16,5.626839616761087,4.819836443297402,6.49157072908679
2026-03-17,5.624193400571381,4.817183547900288,6.488917833689677
2026-03-18,5.6215511814130945,4.814534649534592,6.486268935323981
2026-03-19,5.61891315779666,4.811889946710751,6.48362423250014
2026-03-20,5.616280123803221,4.8092502335099026,6.480984519299292
2026-03-21,5.613651641472292,4.806615071971566,6.478349357760956
2026-03-22,5.611027967094898,4.803984718386764,6.475719004176152
2026-03-23,5.6084073887745935,4.801357460859051,6.473091746648439
2026-03-24,5.605792069794374,4.798735462671423,6.470469748460812
2026-03-25,5.603180910423258,4.796117624092898,6.467851909882286
2026-03-26,5.600574129845847,4.79350416430808,6.465238450097468
2026-03-27,5.597972814747222,4.790896170002046,6.462630455791436
2026-03-28,5.59537515536371,4.788291831411126,6.460026117200514
2026-03-29,5.592781380699571,4.785691377539579,6.457425663328967
2026-03-30,5.590191593113472,4.783094910746072,6.45482919653546
2026-03-31,5.5876074690540385,4.78050410747923,6.452238393268618
2026-04-01,5.585026588619981,4.777916547837764,6.449650833627151
2026-04-02,5.582450507099031,4.775333787109406,6.447068072898795
2026-04-03,5.579879420230304,4.7727560210332705,6.444490306822659
2026-04-04,5.577312442824302,4.770182364419859,6.441916650209248
2026-04-05,5.574749463584403,4.767612705972553,6.439346991761941
2026-04-06,5.572190615665452,4.765047178846195,6.436781464635582
2026-04-07,5.569636761801767,4.762486645775101,6.4342209315644885
2026-04-08,5.5670857306491035,4.75992893541503,6.431663221204418
2026-04-09,5.564540326861868,4.757376852420385,6.429111138209773
2026-04-10,5.561999490609497,4.754829336960607,6.426563622749995
2026-04-11,5.559462799526039,4.75228596666974,6.424020252459128
2026-04-12,5.5569304420395635,4.749746929975856,6.421481215765245
2026-04-13,5.554401137246265,4.7472109459751515,6.418945231764539
2026-04-14,5.551877877416168,4.744681006937644,6.416415292727033
2026-04-15,5.549357929637616,4.7421543799516845,6.413888665741073
2026-04-16,5.546842650452807,4.739632421559467,6.411366707348855
2026-04-17,5.544332065136772,4.7371151570360235,6.408849442825412
2026-04-18,5.541825898524973,4.734602311216816,6.406336597006204
2026-04-19,5.539322918004616,4.732092651489051,6.403826937278438
2026-04-20,5.5368237500249755,4.729586804302001,6.40132109009139
2026-04-21,5.534330224516082,4.7270865995857,6.3988208853750885
2026-04-22,5.531841132248592,4.724590828110803,6.396325113900191
2026-04-23,5.529355753667846,4.722098770322647,6.393833056112036
2026-04-24,5.526874505571112,4.719610843018506,6.391345128807894
2026-04-25,5.524397823286623,4.717127481526608,6.388861767315998
2026-04-26,5.52192451036818,4.7146474894007575,6.386381775190146
2026-04-27,5.519455472570661,4.7121717723958305,6.383906058185218
2026-04-28,5.516991211189414,4.709700831807174,6.381435117596563
2026-04-29,5.51453050798973,4.707233449400081,6.3789677351894705
2026-04-30,5.51207435547704,4.704770617679984,6.376504903469373
2026-05-01,5.50962626429533,4.7023158472908655,6.374050133080255
2026-05-02,5.5071784875365815,4.699861391324711,6.371595677114097
2026-05-03,5.5047345380863115,4.697410762667031,6.36914504845642
2026-05-04,5.502294036922822,4.694963582296134,6.366697868085523
2026-05-05,5.499859105632745,4.692521971798647,6.3642562575880355
2026-05-06,5.497427957002957,4.690084143961452,6.36181842975084
2026-05-07,5.495000570517191,4.687650078268278,6.359384364057665
2026-05-08,5.492576912266944,4.6852197408106235,6.35695402660001
2026-05-09,5.490158308733955,4.682794458070225,6.354528743859614
2026-05-10,5.4877431370309,4.680372607159763,6.35210689294915
2026-05-11,5.485331452928737,4.677954243850191,6.34968852963958
2026-05-12,5.4829256371511175,4.675541748865163,6.347276034654552
2026-05-13,5.480522579884998,4.673132012391634,6.344866298181023
2026-05-14,5.478124295746892,4.670727049046121,6.34246133483551
2026-05-15,5.475730193097436,4.668326267189258,6.340060552978646
2026-05-16,5.473340236763184,4.665929631647597,6.337663917436985
2026-05-17,5.470953843027683,4.663536558704688,6.335270844494076
