,Wh
2026-01-30,4.820967610677084
2026-01-31,4.820967610677084
2026-02-01,4.820967610677084
2026-02-02,4.820967610677084
2026-02-03,4.820967610677084
2026-02-04,4.820967610677084
2026-02-05,4.820967610677084
2026-02-06,4.820967610677084
2026-02-07,4.820967610677084
2026-02-08,4.820967610677084
2026-02-09,4.820967610677084
2026-02-10,4.820967610677084
2026-02-11,4.820967610677084
2026-02-12,4.820967610677084
2026-02-13,4.820967610677084
2026-02-14,4.820967610677084
2026-02-15,4.820967610677084
2026-02-16,4.820967610677084
2026-02-17,4.820967610677084
2026-02-18,4.820967610677084
2026-02-19,4.820967610677084
2026-02-20,4.820967610677084
2026-02-21,4.820967610677084
2026-02-22,4.820967610677084
2026-02-23,4.820967610677084
2026-02-24,4.820967610677084
2026-02-25,4.820967610677084
2026-02-26,4.820967610677084
2026-02-27,4.820967610677084
2026-02-28,4.820967610677084
